flowsheet_name,measure_name,freq,known,label
ECMO,Dressing Status,7846,1,0
PCT Vitals & Pain,Orthostatic BP - Lying,7845,1,0
Social Work Psych Assessment Pt Info,Current Plans to Harm Another,7844,1,0
Postpartum,Patient's Self-Injurious Behavior,7844,1,0
Review of Systems,Neuromuscular/Skeletal,7841,1,0
Pheresis Treatment,Arterial Line MAP (mmHg),7840,1,0
Pediatric Intake/Output - OLD,Emesis Color/Appearance,7838,1,0
IV Assessment,# of Foam Pieces Placed,7836,1,0
Peds/PICU Assessment,R Lateral Lobe,7836,1,0
Medicare Health Risk Assessment,"Are you in a relationship with someone who makes you feel afraid, unsafe or is hurting you?",7835,1,0
IR NEURO MISC Assessments,LLE Color,7832,1,0
BH Social Work Discharge Planning,Does the patient need discharge transport arranged?,7832,1,0
OB Triage,2. Suicidal Thoughts,7828,1,0
Hemodialysis Treatment,Pain Location,7828,1,0
Hemodialysis Post-Treatment,Genitourinary (WDL),7827,1,0
Pheresis Treatment,O2 Flow Rate (L/min),7826,1,0
Hemodialysis Pre-Treatment,Lumen #2 Line Interventions ,7825,1,0
Labor,Cough and Deep Breathe,7823,1,0
NCCN Distress Screening,Mouth sores,7823,1,0
Assessment,Wound Image,7821,1,0
Daily Cares/Safety,Fall Time,7820,1,0
Procedures,Foreign Body Removal Methods,7818,1,0
IV Assessment,Description (optional),7816,1,0
Pheresis Pre-Treatment,Patient ID Verified,7813,1,0
Lymphedema Eval and Treat,Session Type,7811,1,0
Amb Complex Vitals Nav,Respiratory Rate,7810,1,0
Assessment,Palatal Asymmetry/Weakness,7808,1,0
RT Assessment,HFNC Days,7805,1,0
Social Work Psych Assessment Pt Info,Patient/Significant other participation ,7801,1,0
Hemodialysis Treatment,Arterial Line Location,7800,1,0
Pheresis Pre-Treatment,Time In Room,7799,1,0
PT Evaluation,Transfer Level of Assistance 3,7799,1,0
Pre-Op Checklist,Hearing Aid,7797,1,0
Daily Cares/Safety,Fall Location,7794,1,0
Readmission/High Utilizer Assessment,Was Patient Discharged to Home,7791,1,0
PT Evaluation,Transfer From 3,7788,1,0
OB Recovery,Securement Method,7787,1,0
OB Triage,"Placenta previa, low lying placenta?",7786,1,0
OB Triage,Sitter,7785,1,0
Ventilator Documentation,Epoprostenol Concentration (ng/ml),7784,1,0
Medicare Health Risk Assessment,Do you know where to locate and properly use a fire extinguisher in case of an emergency?,7783,1,0
Social Work Psych Assessment Pt Info,Support Contact Name/Number,7782,1,0
Daily Cares/Safety,Injury,7771,1,0
Daily Cares/Safety,Fall Witnessed,7770,1,0
What ADLs did the resident do?,Did the resident use the toilet?,7770,1,0
Custom Formula Data,SVI FICK ,7767,1,0
Medicare Health Risk Assessment,Do you always fasten your seatbelt when you are in a vehicle?,7764,1,0
OB Recovery,Safe Environment Interventions,7763,1,0
Nutrition Screen,Is the Child Obviously Underweight or Significantly Overweight?,7763,1,0
BH Social Work Discharge Planning,Medication Management,7762,1,0
Medicare Health Risk Assessment,How would you describe the condition of your mouth and teeth (including false teeth or dentures)?,7761,1,0
Time-Out,Correct Side,7761,1,0
Arrival Documentation,Patient Alert,7761,1,0
Postpartum,Neuro (WDL),7756,1,0
Medicare Health Risk Assessment,Pain,7753,1,0
Screenings,Skin Integrity,7752,1,0
COVID-19 Employee Exposure Screening Form,Do you enter patient care areas for research purposes only?,7752,1,0
PT Evaluation,Transfer Type 3,7745,1,0
Recovery,Closure,7744,1,0
PT Evaluation,Transfer to 3,7741,1,0
Lines/Drains/Airways,CSF Output (mL),7741,1,0
Readmission/High Utilizer Assessment,Patient Discharged prior to Interview,7738,1,0
Intake/Output - OLD,Verification by X-ray,7737,1,0
Medicare Health Risk Assessment,Do you use prescription drugs that are not prescribed for you?,7732,1,0
NCCN Distress Screening,Family health issues,7731,1,0
Medicare Health Risk Assessment,Fatigue,7729,1,0
Pheresis Treatment,(READ ONLY) Machine Serial #,7728,1,0
Wound Care,Site Assessment,7726,1,0
Medicare Health Risk Assessment,Using the telephone,7723,1,0
Daily Cares/Safety,Fall Notification,7723,1,0
Patient-Reported Data,Are you satisfied with your current weight?,7719,1,0
Postpartum,Bilateral Breath Sounds (All Lobes),7717,1,0
Adult NPPV/NIV,RT Therapist Assist Ventilation,7717,1,0
Surgical Site Dressings,Wound Type,7713,1,0
SW/CM Admission Assessment,Facility Information and Contact ,7712,1,0
Postpartum,Left Breast,7712,1,0
Restraints - Violent or Self-Destructive,Order Obtained,7711,1,0
LDA Assessment,Removal Reason ,7710,1,0
Daily Cares/Safety,Found By,7708,1,0
Lines/Drains/Airways,Canister Changed,7707,1,0
Biopsy Documentation,Is patient taking narcotics?,7705,1,0
Complex Assessment,Traction Duration,7703,1,0
Biopsy Documentation,Is patient taking benzodiazepines?,7703,1,0
HEENT,Teeth and Gums,7703,1,0
IR IP Pre Procedure,Site Marked,7702,1,0
Readmission/High Utilizer Assessment,High Utilizer >/= 4 Hospitalizations in 12 Months?,7700,1,0
Pain Assessment,Pain Frequency 2,7700,1,0
Sedation,Modified Aldrete Score,7698,1,0
ICU Vital Signs,Pain Descriptors 2,7696,1,0
Hospice Assessment,Family Behaviors,7694,1,0
IR NEURO MISC Assessments,LLE Sensation,7690,1,0
What ADLs did the resident do?,Did the resident transfer?,7688,1,0
Vitals/Weight,SpO2,7687,1,spo2
IR Intraprocedure,L Pedal Pulse,7685,1,0
Admission Postpartum Hemorrhage Risk,Active Bleeding More Than Bloody Show,7685,1,0
Patient-Reported Data,Do you have trouble hearing the television or radio when other do not?,7683,1,0
Postpartum,Incentive Spirometry Goal (mL),7683,1,0
Neo/Peds Ventilator Doc,Site Assessment,7681,1,0
Complex Assessment,Stool Occurrence Amount,7679,1,0
Designated Caregiver,Caregiver Contact Information,7678,1,0
Biopsy Documentation,Is patient taking antiemetics?,7678,1,0
Admission Postpartum Hemorrhage Risk,Chorioamnionitis,7675,1,0
Readmission/High Utilizer Assessment,Who Provided the Information,7674,1,0
Antepartum,2. Suicidal Thoughts,7672,1,0
Admission Postpartum Hemorrhage Risk,Known Bleeding Disorder or Coagulopathy,7670,1,0
Preop Assessment,Pain Radiating Towards,7666,1,0
Antepartum,Cough and Deep Breathe,7665,1,0
Outcome Monitoring,Transfer Criteria,7665,1,0
Screenings,Type of Resource Used,7665,1,0
Complex Assessment,State of Healing,7665,1,0
Social Work Psych Assessment Pt Info,Family Perspective,7664,1,0
Dialysis Assessment,Respiratory Pattern,7661,1,0
Behavioral Health Shift Assessment,Margins,7660,1,0
Pheresis Pre-Treatment,Patient Activity,7653,1,0
NCCN Distress Screening,Ability to have children,7653,1,0
Peds Daily Cares/Safety,Air Temp,7652,1,0
ICU Vital Signs,Press. Control Set (above PEEP) cmH2O,7651,1,0
Admission Time,Was PCP contacted?,7647,1,0
Recovery,Prior cesearean birth or prior uterine incision?,7643,1,0
Lymphedema Eval and Treat,Session Type: Specialty Group,7643,1,0
Admission Postpartum Hemorrhage Risk,"Placenta Previa, Low Lying Placenta",7641,1,0
Humpty Dumpty Fall Assessment Tool,Gender,7641,1,0
PT Evaluation,Transfer Device 3,7641,1,0
Humpty Dumpty Fall Assessment Tool,Humpty Dumpty Total Score,7638,1,0
IV Assessment (WUSM),Lumen #3 Needleless Device Changed,7636,1,0
ICU Vitals & Intake/Output,L Femoral Pulse,7632,1,0
Lymphedema Eval and Treat,Skin Care,7631,1,0
Social Work Psych Assessment Behavior,Ambivalence,7630,1,0
IR NEURO MISC Assessments,TR Band Air Released (ml),7627,1,0
OB Triage,Clinical Goals for the Shift,7624,1,0
ICU Vitals & Intake/Output,R Femoral Pulse,7623,1,0
OR Lines/Drains/Airways,# of Foam Pieces Placed,7623,1,0
Financial Resource Strain Risk,"How hard is it for you to pay for the very basics like food, housing, medical care, and heating?",7621,1,0
OT Evaluation,Trials/Comments 3,7620,1,0
Surgical Site Dressings,Dressing Changed,7617,1,0
LDA Assessment,Single Lumen Port Line Status(Retired use Lumen #1 Status),7615,1,0
Lines Drain Airways and Wounds,Device Interventions,7615,1,0
Intake/Output - OLD,Access Status(Retired use Access Status in assessment),7614,1,0
PICU Vitals,Pupils PERRL,7612,1,0
IR Intraprocedure,R Posterior Tibial Pulse,7612,1,0
Humpty Dumpty Fall Assessment Tool,Age,7610,1,0
Mag Sulfate,BP Location,7607,1,0
Social Work Psych Assessment Pt Info,Ethnicity,7606,1,0
6 Minute Walk Test,Number of Rests During Walk,7603,1,0
Post Cardiac Cath OPO,Heart Rate Source,7602,1,0
Hospice Assessment,Pain Assessment,7602,1,0
Abdominal Pain,Pain Description,7601,1,0
Custom Formula Data,Chest Tube Net Output (mL),7599,1,0
Wound Assessment/Care,Wound/Ostomy Nurse ONLY: Reviewed Date,7597,1,0
OB Recovery,Comfort,7594,1,0
6 Minute Walk Test,BP Prior to Walk,7593,1,0
Recovery,Large uterine fibroids?,7591,1,0
Lines Drain Airways and Wounds,Chest Tube Location A,7584,1,0
Humpty Dumpty Fall Assessment Tool,Cognitive Impairment,7582,1,0
Recovery,Chorioamnionitis?,7576,1,0
Wean Eval/Trial,$ Unassisted Vent Trial,7575,1,0
Phase I / Phase II,Piercings Remaining,7570,1,0
Cath Assessments,L Posterior Tibial Pulse,7564,1,0
Other Assessments,SV,7560,1,0
Mag Sulfate,Heart Rate Source,7560,1,0
Palliative Consult Data,Specialist,7556,1,0
IV Assessment,Who Removed,7556,1,0
Violent or Self-Destructive Restraints,Patient informed of release criteria,7554,1,0
Behavioral Health Shift Assessment,Prior Fall Event (Autopopulated from EMR),7552,1,0
Recovery,Prolonged second stage (>2 hours)?,7549,1,0
Phase I / Phase II,Wound Description (Comments),7549,1,0
Peds Vitals & Intake/Output,Temp,7548,1,0
Nutrition Focused Physical Findings,"Thoracic and Lumbar Region - Ribs, Lower Back, Midaxillary Line",7548,1,0
Recovery,"Placenta previa, low lying placenta?",7547,1,0
Anesthesia Checklist,TEE,7545,1,0
Antepartum,Palpation,7545,1,0
Procedures,Inflation Time,7543,1,0
Peds/PICU Assessment,Removal Time,7542,1,0
Neurovascular Access Assessment,Chronic Pain Precipitating Factors,7541,1,0
Custom Formula Data,Net Output,7540,1,0
Epidural,Epidural status,7536,1,0
PAT Assessment,Pain Frequency,7536,1,0
Intake/Output - OLD,Wound Type,7534,1,0
Neurovascular Access Assessment,Response to Interventions,7530,1,0
MVT UPDRS - Unified Parkinson's Disease Rating Scale,Last Medication Given ,7529,1,0
Screenings,"If you checked off any problems, how difficult have these problems made it for you to do your work, take care of things at home, or get along with other people?",7527,1,0
Complex Assessment,Interval,7524,1,0
Remote Client Documentation Flowsheet,Negative Pressure Wound Therapy Used,7522,1,0
Postpartum,Respiratory Depth/Rhythm,7522,1,0
Recovery,Active bleeding more than bloody show?,7521,1,0
Vital Signs,PROMIS Bank  V1.0 Dyspnea Severity,7518,1,0
Screenings,Will the care facility allow the patient to return?,7518,1,0
ED - Bed Planning Communication,Service Paged,7518,1,0
Phone consult called,Critical Care,7517,1,0
Intake/Output - OLD,Volume (mL) Diltiazem,7517,1,0
NCCN Distress Screening,Fevers,7514,1,0
Admission Postpartum Hemorrhage Risk,Prolonged second stage (greater than 2 hours)?,7512,1,0
Diabetes Education Assessment/Recommendations,Consults Recommended,7512,1,0
Lines Drain Airways and Wounds,Catheter (cm) ,7511,1,0
Assessment,Chronic GVHD Oral,7511,1,0
TPE,Access Pressure (mmHg),7509,1,0
Columbia Suicide Severity Rating Scale (C-SSRS Short Version),3. Suicidal Thoughts with Method Without Specific Plan or Intent to Act,7506,1,0
Program Outcomes,Is patient carrying a glucose source today?,7506,1,0
Columbia Suicide Severity Rating Scale (C-SSRS Short Version),5. Suicide Intent with Specific Plan,7505,1,0
IR Intraprocedure,L Posterior Tibial Pulse,7505,1,0
TPE,Return Pressure (mmHg),7505,1,0
What ADLs did the resident do?,Did the resident walk in the room?,7500,1,0
Pediatric Intake/Output - OLD,Status,7496,1,0
PT Treatment,Method 1,7494,1,0
Palliative Consult Data,Goals of Care,7493,1,0
Review of Systems,Sexual Dysfunction,7492,1,0
Health Risk Screening,"If yes, how many times have you fallen in the last month?",7492,1,0
HOTLINE,Type of Event,7492,1,0
Functional Abilities/Goals-Mobility-Bed Mobility/Transfers,Assistance Needed,7491,1,0
Sepsis Screening,Following Organ Dysfunction Criteria Present,7491,1,0
TPE,Filter Pressure (mmHg),7490,1,0
Mag Sulfate,RLE reflex,7489,1,0
TPE,Effluent Pressure (mmHg),7488,1,0
Intake/Output - OLD,Tube Number,7488,1,0
Peritoneal Dialysis,Cycle Number,7481,1,0
Vital Signs,Urine,7480,1,0
Social Work Psych Assessment Pt Info,Sexual Orientation ,7477,1,0
Spiritual Care Interventions,Journeying with someone in the grief process,7477,1,0
TPE,Trans-Membrane Pressure (mmHg),7476,1,0
Violent or Self-Destructive Restraints,Less Restrictive Alternative,7476,1,0
Pheresis Treatment,ECV >10%,7476,1,0
Pheresis Treatment,Call Light Within Reach,7476,1,0
PT Time Calculator,Minutes for E-Stim (97032):,7464,1,0
Recovery,Known bleeding disorder or coagulopathy?,7462,1,0
PT Treatment,Propulsion Type 1,7461,1,0
Lines Drain Airways and Wounds,Chest Tube Location B,7461,1,0
Postpartum,Right Breast,7459,1,0
Antepartum,6. Suicide Behavior Question,7457,1,0
Complex Assessment,Upper Airway,7454,1,0
OB Triage,Active bleeding more than bloody show?,7453,1,0
Neurovascular Access Assessment,Extinction/Inattention,7452,1,0
Inpatient bed assignment,Complete information,7451,1,0
6 Minute Walk Test,Assistive Devices,7450,1,0
PT Treatment,Standing-Exercise Type,7448,1,0
Medicare Health Risk Assessment,Sexual Health,7448,1,0
Vital Signs,N-PAT Verbal Emotion ,7447,1,0
Hemodialysis Vascular Access,Dressing Status,7447,1,0
Code Interventions,Rhythm,7445,1,0
Heart Score,Age,7445,1,0
Recovery,Dressing,7444,1,0
HEENT,Nose,7442,1,0
Complex Assessment,Facial Asymmetry/Weakness,7441,1,0
Data,BIS Monitor,7440,1,0
Heart Score,History (Anamnesis),7440,1,0
Pheresis Pre-Treatment,Arm Bands On,7437,1,0
Postpartum,LLE reflex,7435,1,0
Screenings,"(RETIRED) Has the patient had ANY respiratory symptoms including cough, shortness of breath/trouble breathing, fever, sudden loss of taste or smell, sore throat, or body aches?",7433,1,0
Lines Drain Airways and Wounds,Tube Feeding Bag Changed,7429,1,0
OB Triage,Chorioamnionitis?,7429,1,0
Discharge Planning,Care Facility Name,7429,1,0
Infusion Flowsheet,Labs drawn:,7428,1,0
Postpartum,Does mom have information about getting a breast pump?,7426,1,0
Complex Assessment,Must click Yes to Calculate ABRAT Score (PHASE 1 SITES ONLY),7422,1,0
ICU Vital Signs,Pain Orientation 2,7421,1,0
Palliative Consult Data,Disposition,7419,1,0
Hemodialysis Post-Treatment,Heart Sounds,7418,1,0
Peritoneal Dialysis,Site Assessment,7417,1,0
Peds Vitals & Intake/Output,Output (mL),7416,1,0
Focused Assessment,Respiratory Pattern,7414,1,0
Daily Cares/Safety,Orders,7407,1,0
OB Triage,Prolonged second stage (>2 hours)?,7406,1,0
Antepartum,Level of Consciousness,7406,1,0
Labor,Baseline Classification,7406,1,0
Labor,Headache present,7405,1,0
Heart Score,Risk factors,7402,1,0
Pheresis Treatment,Bed Wheels Locked,7396,1,0
Lines Drain Airways and Wounds,Size (Fr.) A,7395,1,0
Pre-Procedure Checklist,Belongings at Bedside,7394,1,0
Complex Assessment,Water test display calculation,7394,1,0
Postpartum,Pulses,7392,1,0
OB Triage,Known bleeding disorder or coagulopathy?,7386,1,0
Pheresis Treatment,Bed In Lowest Position,7385,1,0
OT Evaluation,Feeding: Where assessed,7384,1,0
OB Triage,Ambulation Response,7379,1,0
Hemodialysis Post-Treatment,FiO2 (%),7379,1,0
PT Evaluation,L Hip Flexion ,7378,1,0
Social Connections Risk,"In a typical week, how many times do you talk on the phone with family, friends, or neighbors?",7377,1,0
Heart Score,ECG,7372,1,0
Antepartum,Passing Flatus,7371,1,0
Ortho Device Teaching,Patient Given Instruction,7367,1,0
Labor,Range of Motion,7365,1,0
PT Treatment,Straight Leg Raise,7362,1,0
Palliative Consult Data,Observed Reason for Consultation,7361,1,0
SLP Evaluation,Arousal/Alertness,7360,1,0
Daily Cares/Safety,CPM Right Knee,7360,1,0
Virtual Patient Observer,Behavior,7357,1,0
Intake/Output - OLD,Lumen #3 Status,7356,1,0
IV Assessment,AV Fistula Maturing,7355,1,0
Lines/Drains/Airways,Single Lumen Port Line Status(Retired use Lumen #1 Status),7354,1,0
Lines Drain Airways and Wounds,Capillary Refill,7353,1,0
Blood Administration,Cardiac Rhythm,7353,1,0
Peritoneal Dialysis,Dressing Intervention,7351,1,0
Post-Electroconvulsive Therapy,Other Post ECT Interventions,7351,1,0
Palliative Consult Data,Plan of Care,7350,1,0
Violent or Self-Destructive Restraints,Food/Meal,7350,1,0
Vital Signs,Surgical Blood Loss QBL vs EBL,7347,1,0
Preop Assessment,Suprapubic Tenderness (Read Only),7346,1,0
Readmission/High Utilizer Assessment,Did Patient Contact Provider prior to Admission,7344,1,0
External Secondary Review - Versalus,Secondary Review Status - Versalus,7341,1,0
Pheresis Pre-Treatment,Consents Confirmed,7341,1,0
What ADLs did the resident do?,Did the resident eat?,7339,1,0
Screenings,Interpreter Name and ID Number,7338,1,0
Social Connections Risk,How often do you get together with friends or relatives?,7337,1,0
Daily Cares/Safety,Description of Event,7335,1,0
Pheresis Treatment,Overbed Table Within Reach,7335,1,0
VA Additional Procedures,Attempts,7322,1,0
PT Evaluation,Ambulation Comments 2,7321,1,0
Hospice Assessment,Site Assessment,7318,1,0
Screenings,(RETIRED) Has the patient had contact with a person known to be positive for COVID-19 or a person under investigation (PUI)?,7317,1,0
What ADLs did the resident do?,Did the resident need help moving in bed?,7316,1,0
Postpartum,Perineal Care,7315,1,0
Review of Systems,Oral Mucosa Grade,7314,1,0
Lines Drain Airways and Wounds,Chest Tube Orientation A,7314,1,0
Columbia Suicide Severity Rating Scale (C-SSRS Short Version),4. Suicidal Intent Without Specific Plan,7313,1,0
PHASE II,Pain Orientation,7312,1,0
GI Assessment,Respiratory Effort,7311,1,0
Mag Sulfate,Mode,7311,1,0
Complex Assessment,Temp Pacemaker Pads,7310,1,0
Home O2 Assessment,$ Pulmonary Stress Test ,7303,1,0
Screenings,(RETIRED) Has the patient or anyone in their household been tested for COVID-19 within the last 2-3 weeks?,7300,1,0
OR Lines/Drains/Airways,Needle Length ,7299,1,0
Remote Client Documentation Flowsheet,Present on Hospital Admission,7298,1,0
Video EEG documentation,Patient Identity Verified By,7296,1,0
OT G-Code Documentation,Score,7294,1,0
What ADLs did the resident do?,Did the resident locomote on unit?,7293,1,0
ICU Vitals & Intake/Output,Emesis Occurrance Amount,7292,1,0
Lines Drain Airways and Wounds,Interventions(Retired use Lumen #1 Line Interventions),7289,1,0
Pheresis Treatment,Pheresis Needles Removed?,7285,1,0
IR NEURO MISC Assessments,R Foot Dorsiflexion,7284,1,0
Rover Intake/Output,Stool Color,7282,1,0
Restraints - Non-violent,Limb Immobilizer (NV),7280,1,0
Pheresis Pre-Treatment,Level of Consciousness,7279,1,0
Social Connections Risk,"Are you married, widowed, divorced, separated, never married, or living with a partner?",7278,1,0
Lines/Drains/Airways,Tube output #1 (mL),7275,1,0
Hemodialysis Pre-Treatment,Heart Sounds,7273,1,0
Hemodialysis Post-Treatment,Patient's Stated Pain Goal,7268,1,0
IR Intraprocedure,Arterial Line MAP (mmHg),7262,1,0
Intake/Output - OLD,Tube Feeding Held?,7260,1,0
IP/OP Chemo/Bio Flowsheet,Temp src,7260,1,0
SLCH Infusion FlowSheet,Line Status Single(Retired USE IV Line Status Single),7259,1,0
Peds/PICU Assessment,Pacer Mode,7252,1,0
Intake/Output - OLD,Color/Movement/Sensation,7250,1,0
Lines Drain Airways and Wounds,Size (Fr.) B,7249,1,0
PT Treatment,FSS Interpretation,7249,1,0
Pediatric Intake/Output - OLD,Mixed Output - Urine and Stool (mL),7249,1,0
Ortho Device Teaching,Patient Verbalized Understanding,7248,1,0
Post-Hemodialysis Treatment,Patient Status,7247,1,0
Complex Assessment,Undermining (_cm from _o'clock to _o'clock),7239,1,0
IR NEURO MISC Assessments,R Foot Plantar Flexion,7238,1,0
OR Lines/Drains/Airways,Patency Intervention,7237,1,0
PAT Assessment,Auto Low/High - if selected proceed to interventions (retired),7233,1,0
Preop Assessment,Urine Appearance,7233,1,0
Vital Signs,N-PAT Verbal Score ,7233,1,0
Hospice Assessment,Palliative Performance Scale,7233,1,0
IV Assessment,TR Band Air Released (ml),7230,1,0
BH Social Work Discharge Planning,Support System,7229,1,0
Behavioral Health Admission Assessment,What upsets you or makes you feel anxious or frightened? ,7226,1,0
Social Determinants,"In the last 12 months, was there a time when you were not able to pay the mortgage or rent on time?",7226,1,0
OR Lines/Drains/Airways,Dressing Status(Retiring use Dressing Status above),7220,1,0
Rover Vitals Simple,ETCO2 (mmHg) Vent,7217,1,0
Pheresis Pre-Treatment,Orientation ,7216,1,0
Daily Cares/Safety,Ask patient/caregiver why they fell and what happened. Did he/she hit their head or feel they were injured?,7215,1,0
Neck/Back Pain,Chronicity,7214,1,0
Risk to Others,Thoughts of Harm to Others,7213,1,0
Stroke Team Activated,Stroke Team Activated,7213,1,0
Complex Assessment,Barrier Placed,7210,1,0
Prenatal Vitals,Placenta,7207,1,0
Pheresis Treatment,Recent Falls or Injuries,7205,1,0
Hemodialysis,SpO2,7203,1,0
OB Physical Assessment,Dressing Status(Retired USE Dressing Status above),7203,1,0
Daily Cares/Safety,Assisted During Descent By,7201,1,0
Antepartum,Volume (mL),7198,1,0
Pheresis Treatment,Line Necessity Reason Reviewed With Care Team,7197,1,0
Pediatric Intake/Output - OLD,NG/OG/Gastric Tube Feeding Method,7195,1,0
RT Charges,$ Cont Aer Prostcyc Add HR,7192,1,0
Lines Drain Airways and Wounds,Chest Tube Orientation B,7191,1,0
Labor,Does patient have tattoos?,7191,1,0
Vital Signs,Rounded on patient in the waiting room,7191,1,0
Pheresis Treatment,Notification Time,7189,1,0
Review of Systems,Psych,7189,1,0
Anti-Coagulation Review,Comments,7189,1,0
(Retired) Pre-Op Checklist,Time Patient Voided or Catheterized Prior to Procedure,7186,1,0
Social Determinants,"In the last 12 months, was there a time when you did not have a steady place to sleep or slept in a shelter (including now)?",7183,1,0
PT Treatment,Level 1,7181,1,0
Pheresis Treatment,Collect Flow Rate,7180,1,0
Pheresis Treatment,Side Rails/Bed Safety,7177,1,0
Data,"Does the patient have diarrhea, nausea, or vomiting? If yes, it may be drug toxicity.",7177,1,0
Social Work Psych Assessment Behavior,Mental Health Onset,7177,1,0
Social Work Psych Assessment Pt Info,Past Support System ,7175,1,0
IV Assessment,Post Compression Pressure Applied,7173,1,0
BH Social Work Discharge Planning,Behavioral Health Services,7173,1,0
Pheresis Post-Treatment,Patient Activity,7170,1,0
Labor,Securement Method,7167,1,0
Humpty Dumpty Fall Assessment Tool,Diagnosis,7166,1,0
6 Minute Walk Test,Pt. Symptoms ,7166,1,0
OB Recovery,Morse Fall Risk Score,7165,1,0
Palliative Consult Data,Palliative Performance Scale,7162,1,0
Vital Signs,Pain Intensity 3a,7160,1,0
Lines Drain Airways and Wounds,Trach Change Date,7158,1,0
Lines/Drains/Airways,Observer Present,7157,1,0
PT Evaluation,Trials/Comments 3,7156,1,0
Daily Cares/Safety,What will you and/or the patient do to prevent another fall?,7153,1,0
What ADLs did the resident do?,Did the resident walk in the corridor?,7152,1,0
PCA Pump Values,Given Amount (mcg),7151,1,0
Lines Drain Airways and Wounds,Lumbar/ICP/Subdural Drain Dressing Status,7148,1,0
VA Additional Procedures,Source,7148,1,0
VAD,Cart Plug to Dedicated Outlet,7146,1,0
Assessment,Pacer Mode,7146,1,0
Vital Signs,Contraction Duration (seconds),7144,1,0
SLP Evaluation,Speech Therapy-Patient Goal,7142,1,0
OR Lines/Drains/Airways,Negative Pressure Wound Therapy Used,7142,1,0
Preop Phone Call,Surgery Connect?,7142,1,0
Rapid Response,O2 Del Method,7140,1,0
PT Treatment,Propulsion,7137,1,0
Labor,Clinical Progression,7136,1,0
What ADLs did the resident do?,Did the resident locomote off unit?,7135,1,0
Complex Assessment,Traction Assessment,7133,1,0
ICU Vitals & Intake/Output,O2 Del Method 1 (ID),7129,1,0
Treatment Start,Consent Obtained,7129,1,0
Postpartum,R Breath Sounds,7119,1,0
IR NEURO MISC Assessments,L Foot Dorsiflexion,7117,1,0
Complex Assessment,ETT/Trach Removal Reason ,7112,1,0
Post Cardiac Cath OPO,BP Location,7109,1,0
Assessment,Chronic GVHD Skin,7108,1,0
What ADLs did the resident do?,Did the resident dress?,7103,1,0
OR Lines/Drains/Airways,Lumen #2 Line Interventions ,7101,1,0
Complex Assessment,Heparin Soaks,7100,1,0
Assessment & Plan,Discussed with,7098,1,0
External Secondary Review - Versalus,Review Type Needed - Versalus,7095,1,0
Assessment,Mobility (Read Only),7095,1,0
OR Lines/Drains/Airways,Drainage Description A,7093,1,0
Vitals,SpO2 Alarm Limit Low,7092,1,0
IV Assessment,Mutiple Site Assessments,7092,1,0
MVT UPDRS - Unified Parkinson's Disease Rating Scale,ON/OFF,7089,1,0
Fetal Assessment,Accelerations,7089,1,0
Mag Sulfate,BP Method,7087,1,0
Ventilator Documentation,Rate Low (alarm),7084,1,0
Lines Drain Airways and Wounds,Adhesive Closure Strips,7083,1,0
Lines Drain Airways and Wounds,Arterial Pulse Source,7079,1,0
ICU Vitals & Intake/Output,Inserted by,7077,1,0
IR IP Pre Procedure,Pre-op Lab/Test Results Available,7076,1,0
Functional Abilty/Goals-Mobility-Ambulation,Reason if not Attempted,7069,1,0
MVT UPDRS - Unified Parkinson's Disease Rating Scale,Last med given Date,7067,1,0
Pre-Chemo Checklist,Chemo Consent Signed,7063,1,0
GI Assessment,Skin Condition/Temp,7062,1,0
(Retired) Pre-Op Checklist,RETIRED Time of Last Solid Intake,7060,1,0
Hemodialysis Treatment,Dressing Intervention,7056,1,0
Outpatient Screening,Pregnant or Lactating,7055,1,0
Results/Recommendations,Prognosis,7053,1,0
Neurological,Gaze,7051,1,0
Risk to Others,Homicidal ideation,7050,1,0
VAD,Circuit Assessment,7050,1,0
ICU Vitals & Intake/Output,Unmeasured Urine Occurrence,7049,1,0
Peds Vital Signs,Level of consciousness,7049,1,0
Social Connections Risk,"Do you belong to any clubs or organizations such as church groups, unions, fraternal or athletic groups, or school groups?",7043,1,0
Labor,Mechanical Compression Status,7042,1,0
Biopsy Documentation,"Using standard Jamshidi needle, the bone marrow aspiration and biopsy were obtained? (READ-ONLY)",7037,1,0
Phase I / Phase II,Measured from,7032,1,0
Social Connections Risk,How often do you attend meetings of the clubs or organizations you belong to?,7031,1,0
Intake/Output,Volume (mL) Diltiazem,7030,1,0
Postpartum,L Breath Sounds,7030,1,0
Lines Drain Airways and Wounds,Arterial Pulse Amplitude,7026,1,0
Assessment,Bedside Continuous EEG ,7026,1,0
IR NEURO MISC Assessments,LUE Sensation,7026,1,0
Deceased Patient's Information,Did the patient's death occur in the ED?,7023,1,0
MVT UPDRS - Unified Parkinson's Disease Rating Scale,Last med given time,7022,1,0
Pre-Electroconvulsive Therapy,Orientation ,7021,1,0
Heart Score,Troponin,7020,1,0
Assessment,Activity (Read Only),7018,1,0
Functional Abilities/Goals-Mobility,Assistance Needed,7017,1,0
Phase I / Phase II,Present on Hospital Admission,7016,1,0
Deceased Patient's Information,Did the patient's death occur in the OR?,7012,1,0
Chest Pain,Associated Symptoms,7011,1,0
OB Triage,Edema,7011,1,0
Assessment,Sensory Perception (Read Only),7010,1,0
Lines Drain Airways and Wounds,Interventions (Retired use Lumen #1 Line Interventions),7008,1,0
Humpty Dumpty Fall Assessment Tool,Medication Usage,7007,1,0
